english_source|lambani_target|lambani_predicted|kannada_sentence
i hate taking risks .|ಮನ್ ಆಂಗೆ ಪರ್ ಲೇನ್ ಇಷ್ಟ ವೆನಿ.|ಮನ್ ಮೌಕಾ ಕರೆರ್ ಪಸಂದ್ ಛೆನಿ.|ನಾನು ಅಪಾಯಗಳನ್ನು ತೆಗೆದುಕೊಳ್ಳುವುದನ್ನು ದ್ವೇಷಿಸುತ್ತೇನೆ .
his child coughed all night|ವೋರೋ ಬೇಟಾ ಸಾರಿ ರಾತ್ ಖಾಸೋಚ|ವೋರ ಬೇಟಾ ಸಾರಿ ರಾತ ಖಾಟೊ|ಅವನ ಮಗು ರಾತ್ರಿಯಿಡೀ ಕೆಮ್ಮುತಿತ್ತು
the walls have ears .|ಗೋಡಿನೂರ್ ಬಿ ಕಾನ್ ರಚ್.|ಭೇಡಿಯಾ ನೋ ಆಂಕಿಚ|ಗೋಡೆಗಳಿಗೆ ಕಿವಿಗಳಿವೆ .
alom paid sita yesterday .|ಅಲೋಮ್ ಕಾಲ್ ಸೀತ ಅನ್ ಪೀಸಾ ದಿನೋಚ.|ಅಲೋಮ್ ಕಾಲ್ ಸೀತ ದಿನೋಚ.|ಅಲೋಮ್ ನಿನ್ನೆ ಸೀತೆಗೆ ಪಾವತಿಸಿದ್ದಾರೆ .
the first road on the right .|ಡಾವಳಿ ವಡಿ ಪಹಲಿ ವಾಟ ಚ|ಪೆಹಲೆರ ವಾಟ್ ಜಮಣಿ ವಡಿ ಫರ್.|ಬಲಭಾಗದಲ್ಲಿ ಮೊದಲ ರಸ್ತೆ .
he is reading in the garden .|ವು ಗಾರ್ಡನೇಮ್ ವೊದರೋಚ.|ವು ಗಾರ್ಡೆನೇಮ ವೊದರೋಚ.|ಅವನು ತೋಟದಲ್ಲಿ ಓದುತ್ತಿದ್ದಾನೆ .
pull the grey hair out|ಧೋಳೋ ಲಟ್ಟಾ ವಕಡನ್ ಕಾಡ|ರಾತಡ ಲಟ್ಟಾ ಖೇಚನ ಕಾಡ|ಬೂದು ಬಣ್ಣದ ಕೂದಲನ್ನು ಹೊರ ಎಳೆದು ತೆಗೆ
he posted strong security force there .|ವು ಮಜಬೂತ ಸುರಕ್ಷಾ ಬಲ ತೈಯಾರ ಕಿದೋ|ವು ವತ ಸುರಕ್ಷಾರ ವಾಸ|ಅವರು ಅಲ್ಲಿ ಬಲವಾದ ಭದ್ರತಾ ಪಡೆಯನ್ನು ನಿಯೋಜಿಸಿದರು .
he hides his scars well|ವೋರ ದಾಗೇನ ವು ಬುರರೋಚ|ವು ವೋರ ಚಮಕಚ|ಅವನು ತನ್ನ ಕಲೆಗಳನ್ನು ಚೆನ್ನಾಗಿ ಮರೆಮಾಡುತ್ತಾನೆ
let us go have a look .|ಆವೋ ಏಕ್ ನಜರ್ ದೇಕಾ.|ಆವೋ ಅರಾಮ ಕರಾ.|ನಾವು ಹೋಗಿ ನೋಡೋಣ .
i sent you a letter earlier .|ಮ ಪೆಹಲೆ ತೋನ್ ಏಕ್ ಪತ್ರ ದೇಮಲೋಚು.|ಮ ತೊನ್ ಪೆಹಲೆ ಪತ್ರಾ ಲಕೋಚು.|ನಾನು ನಿಮಗೆ ಮೊದಲೇ ಪತ್ರ ಕಳುಹಿಸಿದ್ದೆ .
they painted the fence green|ವೊ ವಾಡೇನ ಹರೋ ರಂಗ ಲಗಾಡೇಚ|ವೊ ಫೂಲ್ ಹರೋ ರಂಗ್ ಲಗಾಡೇಚ|ಅವರು ಬೇಲಿಗೆ ಹಸಿರು ಬಣ್ಣ ಹಚ್ಚಿದರು
a cold wind was blowing|ಶಿಳ್ಖಳ ವಾಳ ಮಾರೀಚ|ವಾಳ ಮಾರೀಚ|ತಣ್ಣನೆಯ ಗಾಳಿ ಬೀಸುತ್ತಿದೆ
so they performed many worships .|ಜನಾಜ್ ವು ಕತ್ರಾಕೋ ಪೂಜಾ ಕಿದೋ|ವೊ ಘಣ ಚಿಂತ್ಯಾ ಕರ್ರೆತೆ|ಆದ್ದರಿಂದ ಅವರು ಅನೇಕ ಪೂಜೆಗಳನ್ನು ಮಾಡಿದರು .
here you can see the river .|ತೋನ್ ಅತ ನಂದಿ ದಿಕಾವಚ್.|ತು ಅತ ನದಿ ದೇಕ್ ಸಕೇಚಿ.|ಇಲ್ಲಿ ನೀವು ನದಿಯನ್ನು ನೋಡಬಹುದು .
i wish i could make it .|ಮ ವೊನ್ ಕರೆರ್ ಬಯಸರೋಚು.|ಮ ವು ಕರ್ ಸಕುಚು.|ನಾನು ಅದನ್ನು ಮಾಡಬಹುದೆಂದು ನಾನು ಬಯಸುತ್ತೇನೆ .
it does not matter anymore .|ವೊರ್ ಕಾಂಯಿ ಮಹತ್ವ ಛೆನಿ.|ವು ಅಬ್ ಕಾಂಯಿ ಕರೆನಿ.|ಇನ್ನು ಪರವಾಗಿಲ್ಲ .
how many books have you read ?|ತು ಕತ್ರಾ ಪುಸ್ತಕ್ ವೊದೋಚಿ?|ತು ಕತ್ರಾ ಪುಸ್ತಕ್ ವೋದೋಚಿ?|ನೀವು ಎಷ್ಟು ಪುಸ್ತಕಗಳನ್ನು ಓದಿದ್ದೀರಿ ?
i ate rice in the morning .|ಮ ಪರ್ಬಾತಿ ಚಾವಳ್ ಖಾದೊ.|ಮ ಪರ್ಬಾತಿ ಚಾವಳ್ ಖಾವುಂಚು.|ನಾನು ಬೆಳಿಗ್ಗೆ ಅನ್ನ ತಿಂದೆ  .
give me a glass of water|ಮನ ಏಕ ಲೋಟಿ ಪಾಣಿ ದೋ|ಮನ ಏಕ ಲೋಟಾ ಪಾಣಿ ದೋ|ನನಗೆ ಒಂದು ಲೋಟ ನೀರು ಕೊಡಿ
alom is very greedy|ಅಲೋಮ್ ಘಣ ಲೋಭಿ ಛ.|ಅಲೋಮ್ ಘಣ ಲೋಭಿ ಛ.|ಅಲೋಮ್ ತುಂಬಾ ದುರಾಸೆಯವನು
during the discussion of disputes .|ವಿವಾದೇರ ಸಮಯ ಪರ|ವಾದ ಪ್ರತಿವಾದ್ ಚಾಲ್.|ವಿವಾದಗಳ ಚರ್ಚೆಯ ಸಮಯದಲ್ಲಿ .
give the cow the feed|ಗಾವಡಿನ ಚಾರೋ ಘಾಲೋ|ಗಾವಡಿನ ಬಾಟಿ ದೋ|ಹಸುವಿಗೆ ಆಹಾರವನ್ನು ನೀಡಿ
both my children are in school .|ಮಾರ್ ದೊಯೀ ಬೇಟಿಬೆಟಾ ಸಾಲಿಮ್ ಚ.|ಮಾರ್ ದೊಯೀ ಛೀಜ್ಯಾಪರ್ ಸಾಲಿಮ್ ಚ.|ನನ್ನ ಮಕ್ಕಳಿಬ್ಬರೂ ಶಾಲೆಯಲ್ಲಿದ್ದಾರೆ .
she hasn 't seen others .|ವು ದುಸರೇನ್ ದಿಟಿ ಕೊಂತಿ.|ವು ದುಸರೇನ ದಿಟೋ ಕೊಂತಿ.|ಅವಳು ಇತರರನ್ನು ನೋಡಿಲ್ಲ .
i gave away my cows .|ಮ ಮಾರ್ ಗಾವಡಿನೂನ್ ದಿನೋ.|ಮ ಮಾರ್ ಗಾವಡಿನ ದಿನೋ.|ನಾನು ನನ್ನ ಹಸುಗಳನ್ನು ಕೊಟ್ಟೆ .
how much does this fruit cost ?|ಈ ಫಳ್ ಕತ್ರಾರೋಚ?|ಈ ಕಾಯಿಪಲ್ಲೆ ಕತ್ರಾನ್ ಚ?|ಈ ಹಣ್ಣಿನ ಬೆಲೆ ಎಷ್ಟು ?
he sang throughout the night .|ವು ಸಾರಿ ರಾತ ಗೀದಗಾಯೋ|ವು ಸಾರಿ ರಾತ ಗೀದಗಾವಚ|ಅವರು ರಾತ್ರಿಯಿಡೀ ಹಾಡಿದರು .
give him a tomato .|ವೊನ್ ಏಕ್ ತಮಾಟಿ ದ.|ವೊನ ಏಕ ಟಾಟಿ ದ.|ಅವನಿಗೆ ತಮಟೆಕಾಯಿ ಕೊಡಿ .
can i get a pen ?|ಮನ್ ಏಕ್ ಪೆನ್ ಮಳಚ ಕ?|ಮನ್ ಪೆನ್ ಮಳಚ ಕ?|ನಾನು ಲೇಖನಿ ಪಡೆಯಬಹುದೇ ?
i am tired of you .|ಮನ್ ತಾತಿ ಧೇರ್ ವೇಗಿಚ.|ಮನ್ ತಾರ್ ಸುಸ್ತ್ ವೇಗಿಚ.|ನಾನು ನಿನ್ನಿಂದ ಬೇಸತ್ತಿದ್ದೇನೆ .
ram has two buffaloes|ರಾಮೇರ ಕನ್ನ ದೀ ಭೇಸಿ ಚ.|ರಾಮೇ ಕನ್ನ ದಿ ಭೇಷಿ ಛ.|ರಾಮನಿಗೆ ಎರಡು ಎಮ್ಮೆಗಳಿವೆ
how do you do all this ?|ತು ಏ ಸೆ ಕು ಕರೆಚಿ?|ತಮ್ ಈ ಕು ಕರೋಚೊ?|ಇದನ್ನೆಲ್ಲಾ ಹೇಗೆ ಮಾಡುತ್ತೀರಿ ?
do you like sweets ?|ತೋನ್ ಮಿಠಾಯಿ ಪಸಂದ್ ಚ ಕ?|ತೋನ್ ಮಿಠಾಯಿ ನೊ ಪಸಂದ್ ಚ?|ನೀವು ಸಿಹಿತಿಂಡಿಗಳನ್ನು ಇಷ್ಟಪಡುತ್ತೀರಾ ?
i take the bus everyday .|ಮ ದಾಡ್ಡಿ ಬಸ್ಸೆಮ್ ಜಾವುಂಚು.|ಮ ದಡ್ಡಿ ಬಸ್ ಲುಚು.|ನಾನು ಪ್ರತಿದಿನ ಬಸ್‌ನಲ್ಲಿ ಹೋಗುತ್ತೇನೆ .
i have to be somewhere .|ಮ ಕತ್ ತೋಬಿ ರೇಣು.|ಮ ಕತ್ ತೊಯೀ ರುಚು.|ನಾನು ಎಲ್ಲೋ ಇರಬೇಕು .
i did not ask for milk .|ಮ ದೂಧ್ ಪೂಚೊ ಕೊಂತಿ.|ಮ ದೂಧ್ ಪೂಚೊ ಕೊಂತಿ.|ನಾನು ಹಾಲು ಕೇಳಲಿಲ್ಲ .
she goes to school everyday .|ವು ಸಾಲಿನ ದಾಡ್ಡಿ ಜಾವಚ.|ವು ದಾಡ್ಡಿ ಸಾಲಿನ್ ಜಾವಚ.|ಅವಳು ಪ್ರತಿದಿನ ಶಾಲೆಗೆ ಹೋಗುತ್ತಾಳೆ .
this is only the first half .|ಈ ಬರೆ ಅರ್ದಾ ಚ|ಈ ಪೆಹಲೆ ಜ ಅರ್ಧಾ ಅಂಬಾ ಚ|ಇದು ಮೊದಲಾರ್ಧ ಮಾತ್ರ .
he knows a lot of people .|ಓನ್ ಘಣ ಮಾಣಸ ಮಾಲಂ ಛ.|ವೊನ್ ಘಣ್ ಮಾಣಸ್ ಮಾಲಮ್ ಚ.|ಅವರು ಬಹಳಷ್ಟು ಜನರನ್ನು ತಿಳಿದಿದ್ದಾರೆ .
this is a mango plant .|ಈ ಅಂಬಾ ರ ಝಾಡಚ|ಈ ಅಂಬಾರ ಝಾಡ ಚ|ಇದು ಮಾವಿನ ಗಿಡ
i am getting ready to go .|ಮ ಜಾಯೇನ್ ತೈಯಾರ್ ವೆರೋಚು.|ಮ ಜಾಯೇನ್ ತೈಯಾರ್ ಕರರೊಚು.|ನಾನು ಹೋಗಲು ತಯಾರಾಗುತ್ತಿದ್ದೇನೆ .
do not have a lot food .|ಘಣ್ ಬಾಟಿ ಖೋ ಮತ್.|ಖಾಣೊ ಘಣ್ ಖಾವೊಮತ್|ಬಹಳಷ್ಟು ಆಹಾರವನ್ನು ತಿನ್ನಬೇಡಿ
you have to come with me .|ತು ಮಾರ್ ಜೋಡಿ ಆಣು.|ತು ಮಾರ್ ಜೋಡಿ ಆಯೆರ್ ವೇತ್ತಿ.|ನೀನು ನನ್ನ ಜೊತೆ ಬರಬೇಕು .
what does she like in fruit ?|ವೊನ ಕುಣಸ್ ಫಳ ಪಸಂದ್ ಚ?|ವು ಫಳ್ ಮ ಕಾಂಯಿ ಪಸಂದ್ ಚ?|ಅವಳು ಹಣ್ಣಿನಲ್ಲಿ ಏನು ಇಷ್ಟಪಡುತ್ತಾಳೆ ?
no this is the first time .|ಛೆನಿ ಈ ಪೆಹಲೆ ಸಲಾ.|ಈ ಪೆಹಲೆರ ಸಲಾ ಕಾವ.|ಇಲ್ಲ ಇದೇ ಮೊದಲ ಸಲ .
i am lost in this place .|ಮ ವೊ ಜಾಗಾ ಪರ್ ಗಮಾಗೋಚು.|ಮ ಏ ಜಾಗಾ ಪರ್ ಗಮಾಲಿದೋಚು.|ನಾನು ಈ ಸ್ಥಳದಲ್ಲಿ ಕಳೆದುಹೋಗಿದ್ದೇನೆ .
i live close to my friend .|ಮ ಮಾರ್ ದೋಸ್ತೇರ್ ಘರೇರ್ ಕನ್ ರುಚು.|ಮ ಮಾರ್ ದೋಸ್ತೇರ್ ಕನ್ ರುಚು.|ನಾನು ನನ್ನ ಸ್ನೇಹಿತನ ಹತ್ತಿರ ವಾಸಿಸುತ್ತಿದ್ದೇನೆ .
they sometimes go to the fields .|ವೊ ಏಕ್ ಏಕ ಸಲ ಖೇತೇನ ಜಾವಚ|ವೊ ಏಕ ಏಕ್ ಖೇತೆಮ ಜಾರೇಚ|ಅವರು ಕೆಲವೊಮ್ಮೆ ಹೊಲಗಳಿಗೆ ಹೋಗುತ್ತಾರೆ .
ramesh has not completed his work .|ರಮೇಶ ವೋರ ಕಾಮ ಖುಟಾಡೋ ಕೊಂತಿ.|ರಮೇಶ ವೊರ್ ಕಾಮ್ ಖುಟಾಡ್ ಕೊಂತಿ.|ರಮೇಶ್ ಕೆಲಸ ಮುಗಿಸಿಲ್ಲ .
i stayed up late last night|ಮ ಕಾಲೇನ ರಾತ್ ಲೇಟ್ ಕರನ ಸುತೋ|ಮ ಕಾಲೇನ ರಾತ್ ಜಾಗರೋತೋ|ನಾನು ನಿನ್ನೆ ತಡರಾತ್ರಿ ಎದ್ದೆ
here is a gift for you .|ತಾರ್ ಉಡುಗೊರೆ ಅತ್ ಚ.|ತಮಾರ್ ವಾಸ್ ಅತ್ ಏಕ್ ಉಡುಗೊರೆ ಛ.|ನಿಮಗಾಗಿ ಇಲ್ಲಿದೆ ಉಡುಗೊರೆ .
the sun rises in the east|ಸುರ್ಯಾ ಪೂರ್ವ ದಿಕ್ಕೆಮ ಹುಟ್ಟಚ|ಸುರ್ಯಾ ಪೂರ್ವ ದಿಕ್ಕೆಮ ನಿಕಳಚ.|ಸೂರ್ಯ ಪೂರ್ವದಲ್ಲಿ ಉದಯಿಸುತ್ತಾನೆ .
i have never seen that before .|ಮ ವೊನ್ ಏರ್ ಆಂಗ್ ಕನ್ನಾಯಿ ದಿಟೋ ಕೊಂತಿ.|ಮ ಪೆಹಲೆ ಕನ್ನಾಯಿ ದಿಟೋ ಕೊಂತಿ.|ನಾನು ಹಿಂದೆಂದೂ ನೋಡಿಲ್ಲ .
this is my first-time visit .|ಮ ಅತ ಫಸ್ಟ್ ಭಳೋಚು|ಈ ಮಾರ್ ಪೆಹಲೆ ಭಳೆನ್ ಚ.|ಇದು ನನ್ನ ಮೊದಲ ಭೇಟಿ .
he already ate all the food .|ವು ಜನಾಜ್ ಸೆ ಖಾಣೊ ಖಾಲ್ದೊಚ.|ವು ಸೆಜ್ ಖಾಲ್ದೊಚ.|ಅವನು ಈಗಾಗಲೇ ಎಲ್ಲಾ ಆಹಾರವನ್ನು ಸೇವಿಸಿದನು .
everybody has paid for the meal|ಖಾಣೆರ ಸೇಜ ಪೀಸಾ ದಿನೇ.|ಸೆ ಬಾಟಿ ಖಾಮಾ ಕೆರೆಚ|ಊಟಕ್ಕೆ ಎಲ್ಲರೂ ಹಣ ಕೊಟ್ಟಿದ್ದಾರೆ
the book is lying on the table|ಪುಸ್ತಕ್ ಟೇಬಲೇಪರ ಪಡೋಚ.|ಮೆಜೆಪರ್ ಪುಸ್ತಕ|ಪುಸ್ತಕ ಮೇಜಿನ ಮೇಲೆ ಬಿದ್ದಿದೆ
what school do you go to ?|ತೂ ಕುಣಸ ಸಾಲಿನ್ ಜಾಯಚಿ|ತು ಕುಣಸ್ ಸಾಲಿನ ಜಾಯೆಚಿ ?|ನೀನು ಯಾವ ಶಾಲೆಗೆ ಹೋಗುತ್ತೀಯ ?
we got lost in the fog|ಹಮ್ ವೊಸೆಮ ಗಮಾಗೆ|ಹಮ್ ಕಡೆಮ್ ಗಮಾಗಿ.|ನಾವು ಮಂಜಿನಲ್ಲಿ ಕಳೆದುಹೋದೆವು
ramu has a cat .|ರಾಮು ಕನ್ನ ಶಿಬ್ಬಿ ಛ.|ರಾಮು ನ ಏಕ್ ಸಿಬ್ಬಿ ಚ.|ರಾಮುಗೆ ಬೆಕ್ಕು ಇದೆ .
take a book and read it .|ಏಕ್ ಪುಸ್ತಕ್ ಲೇನ್ ವೊದ್.|ಪುಸ್ತಕ್ ವೊದ್.|ಒಂದು ಪುಸ್ತಕವನ್ನು ತೆಗೆದುಕೊಂಡು ಓದಿ .
when i opened the curtains .|ಮ ಪರದೆ ಕಾಡೋಜನಾ|ಮ ಜಿಗಲಾ ಕಾಡೋ.|ನಾನು ಪರದೆಗಳನ್ನು ತೆರೆದಾಗ .
samu is drinking coffee|ಸಮು ಕಾಫಿ ಪಿರೋಚ|ಸಮು ಕಾಫಿ ಪಿರೋಚ.|ಸಮು ಕಾಫಿ ಕುಡಿಯುತ್ತಿದ್ದಾನೆ
i did not ask for tea .|ಮ ಚಹಾ ಪೂಚೊ ಕೊಂತಿ.|ಮ ಚಾ ಪೂಚೊ ಕೊಂತಿ.|ನಾನು ಚಹಾ ಕೇಳಲಿಲ್ಲ .
she has cooked a lot .|ವು ಘಣ ಖಾಣೊ ಕರಮಲಿಚ.|ವು ಘಣ್ ಖಾಣೊ ಕರ್ರಿಚ.|ಅವಳು ತುಂಬಾ ಅಡುಗೆ ಮಾಡಿದ್ದಾಳೆ .
i can swim across the river|ಮ ಸಾರಿ ನಂದಿ ಪೆರ ಸಕುಚು|ಮ ನಂದಿಮಾಯಿ ಪೆರನು|ನದಿಯ ಉದ್ದಕ್ಕೂ ನಾನು ಈಜಬಹುದು
they go to temple every day .|ವೊ ದೇವೆರ್ ಗುಡಿನ ದಾಡ್ಡಿ ಆವಚ|ವೊ ದಾಡ್ಡಿ ದೇವೆರ ಗೂಡಿನ ಗೆಚ|ಅವರು ಪ್ರತಿದಿನ ದೇವಸ್ಥಾನಕ್ಕೆ ಹೋಗುತ್ತಾರೆ .
what did you make for us ?|ತಮ್ ಹಮಾರ ಸಾರು ಕಾಂಯಿ ಕಿದೆಚೊ|ತು ಹಮಾರ್ ವಾಸ್ ಕಾಂಯಿ ಕಿದೋಚಿ ?|ನೀವು ನಮಗಾಗಿ ಏನು ಮಾಡಿದ್ದೀರಿ ?
by the nawab of dilli|ದಿಲ್ಲಿರ ನವಾಬೇತಿ|ದಿಲ್ಲಿ ರ ನವಾಬ ಜೇತಿ|ದಲ್ಲಿ ನವಾಬ್ನಿಂದ ಯುದ್ಧಕ್ಕಾಗಿ ಕರೆ ಕೇಳಿದ .
is there anything cheaper ?|ಸಸ್ತಾ ಕಾಂಯಿಕ್ ಛ ಕ?|ಕಾಂಯಿಕ್ ಸಸ್ತಾ ಚ ಕ?|ಏನಾದರೂ ಅಗ್ಗವಾಗಿದೆಯೇ ?
do you have a small family ?|ತಾರ್ ಪರಿವಾರ ನಾಣಕ್ಯ ಚ ಕ?|ತಮಾರ್ ಪರಿವಾರೇನ್ ನಾಣಕ್ಯ ಛ ಕ?|ನೀವು ಚಿಕ್ಕ ಕುಟುಂಬವನ್ನು ಹೊಂದಿದ್ದೀರಾ ?
i had a little fever .|ಮನ್ ದಸೆಕ್ ತಾವ್ ಆರೀತಿ.|ಮನ್ ದಸೆಕ್ ತಾವ್ ವೆತ್ತೋ.|ನನಗೆ ಸ್ವಲ್ಪ ಜ್ವರ ಬಂದಿತ್ತು .
the moon goes round the earth .|ಚಾಂದಾ ಜಮೀರ ಸುತ್ತ ಫರಚ|ಚಾಂದಾ ಜಮಿ ಸುತ್ತ ಫರಚ|ಚಂದ್ರನು ಭೂಮಿಯನ್ನು ಸುತ್ತುತ್ತಾನೆ .
why has sita left already ?|ಸೀತಾ ಜನಾಜ್ ಕಾ ದರಗಿಚ?|ಸೀತಾ ನ ಕಾ ದರ್ ಜಾರೋಚ?|ಸೀತೆ ಈಗಲೇ ಯಾಕೆ ಹೊರಟು ಹೋಗಿದ್ದಾಳೆ ?
are you going to the field ?|ತು ಖೇತೇನ್ ಜಾರೊಚಿ ಕ?|ತು ಖೇತೇನ್ ಜಾರೋಚಿ ಕ?|ನೀವು ಕ್ಷೇತ್ರಕ್ಕೆ ಹೋಗುತ್ತೀರಾ ?
ram generally hates insects|ರಾಮೇನ ಕೀಡಾನೋ ಪಸಂದ್ ಛೆನಿ|ರಾಮೇನ ಕನ್ನಾಯಿಬಿ ಕೀಡಾನೋ ಪಸಂದ್ ಛೆನಿ.|ರಾಮ್ ಸಾಮಾನ್ಯವಾಗಿ ಕೀಟಗಳನ್ನು ದ್ವೇಷಿಸುತ್ತಾನೆ
i will be pleased to help you .|ಮನ ತೋನ ಸಹಾಯ ಕರೇನ ಖುಷಿ ವಚ.|ಮ ತೋನ್ ಸಹಾಯ ಕರುಚು.|ನಿಮಗೆ ಸಹಾಯ ಮಾಡಲು ನಾನು ಸಂತೋಷಪಡುತ್ತೇನೆ .
alom is able to swim well .|ಅಲೋಮ್ ಥಿಕ್ ಪೇರಚ.|ಅಲೋಮ್ ಠೀಕ್ ಪೆರಚ|ಅಲೋಮ್ ಚೆನ್ನಾಗಿ ಈಜಬಲ್ಲ .
samal is totally drunk .|ಸಮಾಲ್ ಪೂರ್ತಿ ಪಿಮಲೋಚ.|ಸಾಮ್ಯುವೆಲ್ ಸಾರಿ ಪಿದೊ|ಸಮಲ್ ಸಂಪೂರ್ಣವಾಗಿ ಕುಡಿದಿದ್ದಾನೆ .
she will not do her homework .|ವು ವೊರ್ ಘರೇರ್ ಕಾಮ್ ಕರೆನಿ.|ವು ವೊರ್ ಘರೇರ್ ಕಾಮ್ ಕರೆನಿ.|ಅವಳು ತನ್ನ ಮನೆಕೆಲಸವನ್ನು ಮಾಡುವುದಿಲ್ಲ .
what did you mean by saying that ?|ಹನು ಕೆರ ತಾರ ಮತಲಬ್ ಕಾಂಯಿ ಚ?|ಯೆರ ಕಾಂಯಿ ಮತಲಬ್ ಚ|ಹಾಗೆ ಹೇಳುವುದರ ಅರ್ಥವೇನು ?
the new shoes are small for me|ನವ ಬೂಟ್ ಮನ ನಾಣಕ್ಯಾ ವೇಗೆಚ|ನವೋ ಬೂಟ ಮಾರ ಸಾರು ನಾಣಕ್ಯಾ ಚ.|ಹೊಸ ಶೂಗಳು ನನಗೆ ಚಿಕ್ಕದಾಗಿದೆ
where do i come on mondays ?|ಸೋಮವಾರೇರ ಮ ಕತ್ ಆಂವು?|ಮ ರವಿವಾರೆರ್ ಕತ್ ಆವುನಿ.|ಸೋಮವಾರದಂದು ನಾನು ಎಲ್ಲಿಗೆ ಬರಲಿ ?
ajul is feeding the sheep|ಅಜುಲ್ ಮಿಂಡಿ ಚರಾರೋಚ|ಅಜುಲ್ ಮಿಂಡಿರ ಡಾರೋಚ|ಅಜುಲ್ ಕುರಿಗಳನ್ನು ಮೇಯಿಸುತ್ತಿದ್ದಾನೆ
there are many species of plants on earth|ಜಮೀ ಪರ ಘಣ ವಾನಾರ ಝಾಡ ಚ|ಜಮಿ ಪರ ಘಣ ಪಕ್ಷಿಯೋ ಚ|ಭೂಮಿಯ ಮೇಲೆ ಅನೇಕ ಸಸ್ಯಗಳು ಇವೆ
he is counting his last days .|ವು ವೊರ್ ಆಖರಿ ದಾಡ್ ಗಣ ರೋಚ.|ವು ವೊರ್ ಆಖರಿ ದಾಡೋಚ.|ಅವನು ತನ್ನ ಕೊನೆಯ ದಿನಗಳನ್ನು ಎಣಿಸುತ್ತಿದ್ದಾನೆ .
sorry for the inconvenience .|ಅಸುವಿಧಾರ ವಾಸ್ ಮಾಫ್ ಕರೋ.|ಗಡ್ಬಡ್ ವೇಗಿ ಕ್ಷಮಾ ಕರೋ.|ಅನಾನುಕೂಲತೆಗಾಗಿ ಕ್ಷಮಿಸಿ .
you ought to have adopted his plan .|ತು ವೋರ ಯೋಜನೇರ ನಾಯಿ ಚಾಲನು.|ತು ವೊರ್ ಯೋಜನೆ ಕು ಛ ಜು ಲೇಣು.|ನೀವು ಆತನ ಯೋಜನೆಯನ್ನು ಅಳವಡಿಸಿಕೊಂಡಿರಬೇಕು .
she ran as fast as her brother .|ವು ವೊರ್ ಭಾಯೀರ್ ಅತ್ರಾ ಜೋರ್ ಭಡಕಿ.|ವು ವೋರ ಭಾಯಿ ಭಾಯೀರ ನಾಯಿ ಧಾಸಗಿ|ಅವಳು ತನ್ನ ಸಹೋದರನಂತೆಯೇ ವೇಗವಾಗಿ ಓಡಿದಳು .
the king prohibited carrying food .|ರಾಜ ಖಾಣೊ ಲೇಜಾಯೆರ ಬಂದ ಕಿದೋ|ರಾಜಾ ಖಾಣೊ ಕರೆರ ಛೋಡ್ ಲಿದೊ|ರಾಜನು ಆಹಾರವನ್ನು ಒಯ್ಯುವುದನ್ನು ನಿಷೇಧಿಸಿದನು .
it was white coloured snake .|ಉ ಧೊಳೋ ಬಣ್ಣರ್ ಸಾಪ್ ಛ.|ಈ ಧೊಳೋ ಬಣ್ಣಾ ವೆತ್ತೋ.|ಅದು ಬಿಳಿ ಬಣ್ಣದ ಹಾವು .
we do not buy many clothes .|ಹಮ್ ಘಣ ಸಾಮಾನ್ ಖರೀದಿ ಕರಾನಿ|ಹಮ್ ಘಣ ಸಾಮಾನ್ ಲಾಮಾನಿ|ನಾವು ಹೆಚ್ಚು ಬಟ್ಟೆಗಳನ್ನು ಖರೀದಿಸುವುದಿಲ್ಲ .
the house was in flames .|ಘರ್ ಹೊತ್ತನ ಬಳ್ ರೋತೊ.|ಘರೇನ ಅಂಗಾರ ಲಗ್ಗೋಚ|ಮನೆ ಹೊತ್ತಿ ಉರಿದಿತ್ತು .
we boarded a boat today|ಹಮ್ ಆಜ ಜಹಾಜೆಮ ಚಡೆ|ಹಮ್ ಆಜ ಏಕ ಜಹಾಜ್ ರೆಚಾ|ನಾವು ಇಂದು ದೋಣಿ ಹತ್ತಿದೆವು
tiger is a ferocious animal|ವು ಏಕ ಕಾಲೇಜೆರ ವಿದ್ಯಾರ್ಥಿ ರಚ್|ಬಾಘ್ ಕ್ರೂರ್ ಜಾನ್ವರ್ ಚ|ಹುಲಿ ಒಂದು ಕ್ರೂರ ಪ್ರಾಣಿ
we sang too much last night .|ಹಮ್ ಕಾಲ್ ರಾತ ಘಣ ಗಿದಗಾಯೆ|ಕಾಲ್ ರಾತ್ ಘಣ್ ಗಿದ್ ಗಯೆ.|ನಿನ್ನೆ ರಾತ್ರಿ ನಾವು ತುಂಬಾ ಹಾಡಿದ್ದೇವೆ .
you had better take a little rest .|ತು ದಸೆಕ್ ಅರಾಮ್ ಕರ ಜೋಣ ಠೀಕ್ ರಚ.|ತು ದಸೆಕ್ ಅರಾಮ್ ಕರ್ ಜೋಣ ಠೀಕ್ ರಚ.|ನೀವು ಸ್ವಲ್ಪ ವಿಶ್ರಾಂತಿ ಪಡೆಯುವುದು ಉತ್ತಮ .
i am tired of this city .|ಮನ್ ಏ ಗಾಮೇತಿ ಬ್ಯಾಸರ ವೇಗಿಚ.|ಮನ್ ಏ ಗಾಮೇಮ ಸುಸ್ತ್ ವೇಗಿಚ.|ನಾನು ಈ ನಗರದಿಂದ ಬೇಸತ್ತಿದ್ದೇನೆ .
