lambani_source|kannada_target|kannada_predicted
ಏಕ್ ಏಕ್ ಜಾಗಾಪರ್ ಕರೆಂಟ್ ಛೆನಿ .|ಕೆಲವೆಡೆ ವಿದ್ಯುತ್ ಇಲ್ಲ .|ಕೆಲವು ಸ್ಥಳಗಳಲ್ಲಿ ವಿದ್ಯುತ್ ಇಲ್ಲ .
ಮಾರ್ಕೆಟ್ ಗುರುವಾರೇರ ಬಂದ್ ರಚ .|ಗುರುವಾರ ಮಾರುಕಟ್ಟೆ ಮುಚ್ಚಲಾಗಿದೆ .|ಮಾರುಕಟ್ಟೆ ಗುರುವಾರ ನಿಲ್ಲಲಿದೆ .
ಮನ್ ಸಾಖಿರ್ ಅರ್ಥ ದಕಾರಿಕೊಂತಿ .|ನನಗೆ ಕಥೆಯ ಅರ್ಥ ಕಾಣಿಸುತ್ತಿಲ್ಲ .|ನಾನು ಕಥೆಯ ಅರ್ಥವನ್ನು ಕಾಣುತ್ತಿಲ್ಲ .
ಪಚಾಸ್ ವರಸ್ ಮಾಯಿ ಈ ಮದಲ್ ಸಲಾ .|ಐವತ್ತು ವರ್ಷಗಳಲ್ಲಿ ಇದೇ ಮೊದಲ ಬಾರಿ .|ಐವತ್ತು ವರ್ಷಗಳಲ್ಲಿ ಈ ಮೊದಲ ಬಾರಿ .
ಮನ್ ಕಾಂಯಿ ಮಾಲಮ್ ಛೆನಿ ಕೆನ್ ವಾದ ಕಿದೋ .|ತನಗೇನೂ ಗೊತ್ತಿಲ್ಲ ಎಂದು ವಾದಿಸಿದರು .|ನನಗೆ ಏನೂ ಗೊತ್ತಿಲ್ಲ ಎಂದು ನಾನು ವಾದಿಸಿದರು .
ಆಂಗ್ ಬಡಾಯೆರ್ ಆದೇಶ ದಿನೇತೆ .|ಮುಂಗಡಕ್ಕೆ ಆದೇಶ ನೀಡಲಾಯಿತು .|ಮುಂಬರುವ ಆದೇಶ ನೀಡಲಾಗಿತ್ತು .
ರಾಮ್ ಹರಿತಿಭಿ ಜೋರ್ ಧಾಸಚ್ .|ರಾಮನು ಹರಿಯಿಗಿಂತ ವೇಗವಾಗಿ ಓಡುತ್ತಾನೆ .|ರಾಮನು ಹನಿಗಿಂತ ವೇಗವಾಗಿ ಓಡುತ್ತಾನೆ .
ತಮಾರ ಅಂತಿಮ ಕಾಮ್ ಪೂರಾ ವಚ .|ನಿಮ್ಮ ಕೊನೆಯ ಕೆಲಸವು ಪೂರ್ಣಗೊಳ್ಳುತ್ತದೆ .|ನಿಮ್ಮ ಅಂತಿಮ ಕೆಲಸವು ಪೂರ್ಣಗೊಳ್ಳುತ್ತದೆ .
ಸಸ್ಯಾ ಘಣ ಛಂದ್ ಪ್ರಾಣಿ ಛ .|ಮೊಲಗಳು ಸುಂದರವಾದ ಪ್ರಾಣಿಗಳಾಗಿವೆ .|ಮೊಲವು ಅತ್ಯಂತ ಸುಂದರ ಪ್ರಾಣಿಯಾಗಿದೆ .
ಪಾಣಿ ಪಡೋಕತೋ ಭಿನ್ಜಾಮಾಚಾ .|ಮಳೆ ಬಂದರೆ ಒದ್ದೆಯಾಗುತ್ತೇವೆ .|ಮಳೆ ಬಂದರೆ ಒದ್ದೆಯಾದರೆ ನಾವು ಒದ್ದೆಯುತ್ತೇವೆ .
ತು ಖೇತೇನ ಕತ್ರಾನ ಜಾಯೆಚಿ ?|ನೀವು ಎಷ್ಟು ಗಂಟೆಗೆ ಹೊಲಗಳಿಗೆ ಹೋಗುತ್ತೀರಿ ?|ನೀವು ಹೊಲಕ್ಕೆ ಎಷ್ಟು ಗಂಟೆಗೆ ಹೋಗುತ್ತೀರಿ ?
ಮ ಈ ಜಾಗಾ ಛೋಡನ್ ಜಾರೋತೋ .|ನಾನು ಸ್ಥಳದಿಂದ ಹೊರಡಲು ಹೊರಟಿದ್ದೆ .|ನಾನು ಈ ಸ್ಥಳವನ್ನು ಬಿಡುತ್ತಿದ್ದೆ .
ತಮ್ ಕನ್ನಾ ವಾಪಸ್ ಆರೇಚೂ .|ನೀವು ಯಾವಾಗ ಹಿಂತಿರುಗುತ್ತಿದ್ದೀರೀ ?|ನೀವು ಯಾವಾಗ ಹಿಂತಿರುಗುತ್ತೀರಿ ?
ಮ ತಾರ್ ವಾಸ್ ವೆಂಡೋ ಚು .|ನಾನು ನಿನ್ನ ಬಗ್ಗೆ ಹುಚ್ಚನಾಗಿದ್ದೇನೆ .|ನಾನು ನಿಮಗಾಗಿ ಹುಚ್ಚನಾಗಿದ್ದೇನೆ .
ಮಮತಾ ಏಕ್ ಆಚ್ ಛೋರಿ ಛ .|ಮಮತಾ ಒಳ್ಳೆಯ ಹುಡುಗಿಯಾಗಿದ್ದಳು .|ನನಗೆ ಒಳ್ಳೆಯ ಹುಡುಗಿ .
ವು ಮಾಣಸ್ ಏಕ್ ರತ್ನ ಚ .|ಅವನು ಒಬ್ಬ ವ್ಯಕ್ತಿಯ ರತ್ನ .|ಆ ಮನುಷ್ಯ ಒಬ್ಬ ರತ್ನಿ .
ಏಮಾಯಿ ಧರ್ಮ ಲಾವೊಮತ್ .|ಇದರಲ್ಲಿ ಧರ್ಮವನ್ನು ತರಬೇಡಿ .|ಇವುಗಳಲ್ಲಿ ಧರ್ಮವನ್ನು ತರಬೇಡಿ .
ಧೈರ್ಯಾ ರಕಾಡ್ .|ನಿಮ್ಮ ಧೈರ್ಯವನ್ನು ಇಟ್ಟುಕೊಳ್ಳಿ .|ಧೈರ್ಯವನ್ನು ತೆರೆಯಿರಿ .
ವತ್ತ ಕಾಯಿ ವೆರಿಚ ಕರನ್ ಮನ್ ಮಾಲಮ್ ಚೇಯಿ .|ಅಲ್ಲಿ ಏನಾಗುತ್ತಿದೆ ಎಂದು ನನಗೆ ಗೊತ್ತಿಲ್ಲ .|ಅಲ್ಲಿ ಏನೂ ಆಗುತ್ತಿದೆ ಎಂದು ನನಗೆ ತಿಳಿದಿಲ್ಲ .
ತಮ್ ದಸೆಕ್ ಕಪಡಾ ಖರೀದಿ ಕಿದೆಚೊ ಕಾ೦ಯೀ ?|ನೀವು ಕೆಲವು ಬಟ್ಟೆಗಳನ್ನು ಖರೀದಿಸಿದ್ದೀರಾ ?|ನೀವು ಕೆಲವು ಬಟ್ಟೆಗಳನ್ನು ಖರೀದಿಸಿದ್ದೀರಾ ?
ಮ ವೊರ್ ಬಗ್ಗೆ ಮಾತೋ ಹಾಳ್ ಕಿದೊಕೊಂತಿ .|ನಾನು ಅವನ ಬಗ್ಗೆ ತಲೆ ಕೆಡಿಸಿಕೊಂಡಿಲ್ಲ .|ನಾನು ಅದರ ಬಗ್ಗೆ ತಲೆಕೆಡಿಸಿಕೊಳ್ಳಲಿಲ್ಲ .
ದಾರು ಅನ ಸಿಗರೇಟ್ ಬಂದ್ ಕರನು .|ಆಲ್ಕೊಹಾಲ್ಯುಕ್ತ ಪಾನೀಯಗಳು ಮತ್ತು ಧೂಮಪಾನವನ್ನು ತ್ಯಜಿಸಬೇಕು .|ಮದ್ಯಪಾನ ಮತ್ತು ಧೂಮಪಾನವನ್ನು ನಿಲ್ಲಿಸಬೇಕು .
ಬೆಂಗಳೂರೇರ್ ಖಬರ್ ಸೇನ ಆಶ್ಚರ್ಯ ಕಿದಿ .|ಬೆಂಗಳೂರಿನ ಸುದ್ದಿ ಎಲ್ಲರಲ್ಲೂ ಬೆರಗು ಮೂಡಿಸಿದೆ .|ಬೆಂಗಳೂರ ಸುದ್ದಿ ಎಲ್ಲರಿಗೂ ಆಶ್ಚರ್ಯಗೊಳಿಸಿತು .
ಏಕ್ ಏಕ್ ಸಲಾ ಹೊಲಸ ಗೀದೆ ಗೀದಗಾವಚ .|ಕೆಲವೊಮ್ಮೆ ಹಾಡುವಿಕೆಯು ಅಶ್ಲೀಲ ವಿಷಯಕ್ಕೆ ಕಾರಣವಾಗುತ್ತದೆ .|ಕೆಲವೊಮ್ಮೆ ಕೊಳಕು ಹಾಡುಗಳನ್ನು ಹಾಡಲಾಗುತ್ತದೆ .
ಘರೇರ್ ಕಾಮೇರ ವಾಸ ಮತಭೇದ ವಚ .|ಮನೆಯ ಕೆಲಸದ ವಿಷಯದಲ್ಲಿ ಭಿನ್ನಾಭಿಪ್ರಾಯ ಉಂಟಾಗುತ್ತದೆ .|ಮನೆಯ ಚಟುವಟಿಕೆಗಾಗಿ ಮತದಯ ಉಂಟಾಗುತ್ತದೆ .
ಹಿಂದೂ ದೇವೆರ ಕತ್ರಾಕೋ ದೇವೆರ್ ಪೂಜಾ ಕರಚ .|ಹಿಂದೂ ಪಂಥಾಹ್ವಾನದ ಅನೇಕ ದೇವತೆಗಳನ್ನು ಪೂಜಿಸುವುದು .|ಹಿಂದೂ ದೇವಸ್ಥಾನದ ಅನೇಕ ದೇವರುಗಳನ್ನು ಪೂಜಿಸುತ್ತಾರೆ .
ಛಿಜ್ಯಪರ್ ಸಾಲಿಮ್ ಪ್ರಗತಿ ಕರಚ .|ಮಕ್ಕಳು ವಿದ್ಯಾಭ್ಯಾಸದಲ್ಲಿ ಪ್ರಗತಿ ಸಾಧಿಸುವರು .|ಮಕ್ಕಳು ಶಾಲೆಯಲ್ಲಿ ಪ್ರಗತಿ ಮಾಡುತ್ತಾರೆ .
ಪಣ ಚಿಂತಿ ಕರೆಸರಿಕ ಕಾ೦ಯೀ ಛೆನೀ .|ಆದರೂ ಆತಂಕ ಪಡುವಂಥದ್ದೇನೂ ಇಲ್ಲ .|ಆದರೆ ಚಿಂತಿಸುವುದಿಲ್ಲವೇ ?
ಛೋರಾನ್ ಭೀ ಬಾಯಿಗೋಳೆ ಹಂಗೋಳಿ ಕರಾವಚ .|ವರನಿಗೂ ಸಹ ಹೆಂಗಸರೇ ಸ್ನಾನ ಮಾಡಿಸಿದರು .|ಹುಡುಗನಿಗೂ ಮಹಿಳೆಯರು ಸ್ನಾನ ಮಾಡುತ್ತಾರೆ .
ಘಣ್ ಮಾಟಿನೊ ಭೀ ಖೇತೇರ್ ಕಾಮ್ ಕರಚ .|ಬಹಳಷ್ಟು ಗಂಡಸರು ಕೂಡ ಕೃಷಿ ಕಾರ್ಮಿಕರಲ್ಲಿ ಭಾಗವಹಿಸುತ್ತಾರೆ .|ಹಲವಾರು ಪುರುಷರು ಸಹ ಕೃಷಿ ಕಾರ್ಯಾಚರಣೆಯನ್ನು ತೊಡಗುತ್ತಾರೆ .
ತಾರ್ ಕನ್ನಾಯಿ ಕ್ಲಾಸ್ ರೇನಿ ಕ ?|ನಿಮಗೆ ಯಾವತ್ತೂ ತರಗತಿ ಇಲ್ಲ ಅಥವಾ ಏನು ? !|ನಿಮ್ಮ ಎಂದಿಗೂ ತರಗತಿ ಇರುವುದಿಲ್ಲವೇ ?
ಕಾಲೆತಿ ತಾವ್ ದಸೆಕ್ ಕಡ್ಮಿ ಛ .|ನಿನ್ನೆಯಿಂದ ಜ್ವರ ಸ್ವಲ್ಪ ಮಟ್ಟಿಗೆ ತಗ್ಗಿದೆ .|ನಿನ್ನೆಯಿಂದ ಸ್ವಲ್ಪ ಜ್ವರವಿದೆ .
ಪ್ರತಿಭಟನೆ ಕರೆವಾಳ್ ರೋಡ್ ತಡೆ ಕಿದೆಚ .|ಪ್ರತಿಭಟನಾಕಾರರು ಕೆಲಕಾಲ ರಸ್ತೆ ತಡೆ ನಡೆಸಿದರು .|ಪ್ರತಿಭಟನಾಕಾರರು ರಸ್ತೆ ನಡೆಸಿದರು .
ತು ಕೇರ್ ಜೋಡಿ ವಾತೇ ಕರ್ರಿಚಿ .|ನೀನು ಯಾರೊಡನೆ ಮಾತನಾಡುತ್ತಿದ್ದೀಯ ?|ನೀವು ಯಾರೊಂದಿಗೆ ಮಾತನಾಡುತ್ತಿದ್ದೀರಿ ?
ಈ ಮಾಣಸ ಓರ್ ಮಿತಿ ಸಮಜಣು .|ಒಬ್ಬ ವ್ಯಕ್ತಿಯು ತನ್ನ ಮಿತಿಗಳನ್ನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು .|ಈ ವ್ಯಕ್ತಿ ತನ್ನ ಮಿತಿಯಿಂದ ಅರ್ಥಮಾಡಿಕೊಳ್ಳಬೇಕು .
ತಮ್ ಮೋಟೋ ಉಸಲೇನ್ ಲೇನು .|ನೀವು ದೀರ್ಘವಾದ ಉಸಿರನ್ನು ತೆಗೆದುಕೊಳ್ಳಬೇಕು .|ನೀವು ದೊಡ್ಡ ಉಸನ್ನು ತೆಗೆದುಕೊಳ್ಳಬೇಕು .
ವು ಲೋಗುನ್ ಸಹಾಯ ಕರೇನ ಪಸಂದ್ ಪಡಚ .|ಅವಳು ಜನರಿಗೆ ಸಹಾಯ ಮಾಡಲು ಇಷ್ಟಪಡುತ್ತಾಳೆ .|ಜನರು ಸಹಾಯ ಮಾಡಲು ಇಷ್ಟಪಡುತ್ತಾಳೆ .
ತಮ್ ಕಾಮ್ ಕರಣು ನಿಕಾಣಿ ಭುಕೆ ರೇಣು .|ನೀವು ಕೆಲಸ ಮಾಡಬೇಕು ಅಥವಾ ಹಸಿವಿನಿಂದ ಇರಬೇಕು .|ನೀವು ಕೆಲಸ ಮಾಡಬೇಕು ಅಥವಾ ಮರೆಯಬೇಕು .
ಮನ್ ದೂರ್ ಚಾಲನ್ ಜಾಯೇನ್ ಪಸಂದ್ ಚ .|ನಾನು ದೀರ್ಘ ನಡಿಗೆಗಳನ್ನು ಮಾಡಲು ನಿಜವಾಗಿಯೂ ಇಷ್ಟಪಡುತ್ತೇನೆ .|ನಾನು ದೀರ್ಘಕಾಲ ನಡೆಯಲು ಇಷ್ಟಪಡುತ್ತೇನೆ .
ವು ಅಬ್ಬೆಲಗಾ ಘಣ್ ಸಾಧನೆ ಕರಮಲೋಚ .|ಅವರು ಇದುವರೆಗೆ ಸಾಕಷ್ಟು ಸಾಧನೆ ಮಾಡಿದ್ದಾರೆ .|ಇದುವರೆಗೂ ಅವರು ಅನೇಕ ಸಾಧನೆ ಮಾಡಿದ್ದಾರೆ .
ವು ದಸೆಕ್ ದಾಡ್ ಗಾಮೇಮಜ್ ವೇತ್ತೋ .|ಅವರು ಕೆಲವು ದಿನ ಊರಿನಲ್ಲಿಯೇ ಇದ್ದರು .|ಅವರು ಕೆಲವು ದಿನ ಊರಿನಾಗಿದ್ದರು .
ವೊರ್ ವಯಸ್ ಸತ್ರಿ ತಿ ಜಾಸ್ತ್ ಚ .|ಅವರ ವಯಸ್ಸು ಎಪ್ಪತ್ತು ದಾಟಿದೆ .|ಅವನ ವಯಸ್ಸು ಎಪ್ಪತ್ತಿಗಿಂತ ಹೆಚ್ಚು .
ವು ಏಕ್ ಮೋಟ್ ವೊದೆರ್ ಪಟ್ಟಿ ಚ .|ಅದೊಂದು ಸುದೀರ್ಘ ಓದುವ ಪಟ್ಟಿ .|ಅದೊಂದು ದೊಡ್ಡ ಓದುವ ಪಟ್ಟಿ .
ಅಂತೆಮ ಬಾಘ್ ಲೋಮಡಿರ ಕನ್ನ ಆಯೋ .|ಕೊನೆಗೆ ಹುಲಿ ನರಿಯ ಬಳಿಗೆ ಬಂತು .|ಕೊನೆಗೆ ಹುಲಿ ನರಿಗಳ ಬಳಿಗೆ ಬಂದಿತು .
ದೂದೆಮಾಯಿ ಸಕ್ಕರ್ ಠೀಕ್ ಭೇಳೋ .|ಹಾಲಿನಲ್ಲಿ ಸಕ್ಕರೆಯನ್ನು ಸರಿಯಾಗಿ ಮಿಶ್ರಣ ಮಾಡಿ .|ಹಾಲು ಸೇರಿಸಿ ಸಕ್ಕರೆ ಚೆನ್ನಾಗಿ ಮಿಶ್ರಣ ಮಾಡಿ .
ರಾಮ್ ಮನ್ ಪೆನ್ ನೈಫ್ ದಿನೋಚ .|ರಾಮ ನನಗೆ ಪೆನ್ ನೈಫ್ ಕೊಟ್ಟ .|ರಾಮ್ ನನಗೆ ಪೆನ್ನು ನೈಫ್ ಕೊಟ್ಟನು .
ಅಪಘಾತೆಮ ಬೈಕ್ ಸವಾರ ಮರ್ಗೋ .|ಅಪಘಾತದಲ್ಲಿ ಬೈಕ್ ಸವಾರ ಸಾವು .|ಅಪಘಾತದಲ್ಲಿ ಬೈಕ್ ಸವಾರ ಸಾವು .
ಮ ಸರಿ ಚು ತಮ್ ತಪ್ಪ್ ಛೋ .|ನಾನು ಸರಿಯಲ್ಲಿದ್ದೇನೆ ಮತ್ತು ನೀವು ತಪ್ಪಾಗಿದ್ದೀರಿ .|ನಾನು ಸರಿ ನೀವು ತಪ್ಪು .
ವೋರ ಸಪನೆಮ ದೇವಿ ದಿಕಾಯಿ .|ಅವನ ಕನಸಿನಲ್ಲಿ ದೇವತೆ ಕಾಣಿಸಿಕೊಂಡಳು .|ಅವನ ಕನನೆಗಳಲ್ಲಿ ದೇವಿಯನ್ನು ನೋಡಬಹುದೇ ?
ರಾಜಾ ಘಣ ಪ್ರಸನ್ನ ವೇ .|ರಾಜಾ ಅವರು ತುಂಬಾ ಸಂತೋಷ ಪಟ್ಟರು .|ರಾಜನು ಬಹಳ ಪ್ರಸನ್ನಿವೇಶಗೊಂಡನು .
ವು ಅಚಾನಕ್ ಅಡ್ಡಾಯಿ .|ಅವಳು ಇದ್ದಕ್ಕಿದ್ದಂತೆ ಕಿರುಚಿದಳು .|ಅವಳು ಇದ್ದಕ್ಕಿದ್ದಂತೆ ಕಿರುಚಿದಳು .
ಮ ಕಿಡಕಿ ಕಾಡು ಕ ?|ನಾನು ಕಿಟಕಿಯನ್ನ ತೆರೆಯಬಹುದೇ ?|ನಾನು ಕಿಟಕಿಯನ್ನು ತೆರೆಯಬಹುದೇ ?
ಆಪಣ ಫಸಲೆನ ಪಾಣಿ ಚಾವಚ .|ನಮ್ಮ ಬೆಳೆಗಳಿಗೆ ನೀರು ಬೇಕು .|ನಮಗೆ ಬೆಳೆಗಳಿಗೆ ಮಳೆ ಬೇಕು .
ಘಟನೆ ಚಾಲಿಜನಾ ಪೊಲೀಸ್ ವೆತ್ತೆಕೋನಿ .|ಘಟನೆ ನಡೆದಾಗ ಪೊಲೀಸರು ಇರಲಿಲ್ಲ .|ಘಟನೆಯ ವೇಳೆ ಪೊಲೀಸರು ಇರಲಿಲ್ಲ .
ವನುನ್ ಕುಣಶಿ ಕಾನೂನೇರ್ ಬಲ ಛೆನೀ .|ಅವರಿಗೆ ಯಾವುದೇ ಕಾನೂನು ಬಲವಿಲ್ಲ .|ಅವರು ಯಾವುದೇ ಕಾನೂನು ಬಲ ಇಲ್ಲ .
ಘರೇ ವನುನ್ ಭೀ ನೂಕ್ಸಾನ್ ವೇಗಿಚ .|ಮನೆಗಳಿಗೂ ಹಾನಿಯಾಗಿದೆ .|ಮನೆಗಳಿಗೂ ಹಾನಿಯಾಗಿದೆ .
ಈಜ್ ರಿತಿರ್ ಪ್ರಕರಣ ಛ ಕಾ೦ಯೀ .|ಇದೇ ರೀತಿಯ ಪ್ರಕರಣವೇ ?|ಇದೇ ರೀತಿಯ ಪ್ರಕರಣಗಳೇನು ?
ಪೊಲೀಸ್ ಆರೋಪಿನ್ ಪಕಡ್ ಲಿದೆಛ .|ಪೊಲೀಸರು ಆರೋಪಿಯನ್ನು ಬಂಧಿಸಿದ್ದಾರೆ .|ಪೊಲೀಸರು ಆರೋಪಿಯನ್ನು ಬಂಧಿಸಿದ್ದಾರೆ .
ಅಲೋಮ್ ಉ ಕಾಮ್ ಛೋಡ್ ನಾಕೋ ಛ .|ಅಲೋಮ್ ಆ ಕೆಲಸವನ್ನು ಬಿಟ್ಟರು .|ಅಲೋಮ್ ಅದನ್ನು ಕೆಲಸ ಬಿಟ್ಟನು .
ಕತ್ ದೇಕ ಜತ್ ಪಾಣಿ ವೆತ್ತೋ .|ಎಲ್ಲೆಲ್ಲೂ ನೀರಿತ್ತು .|ಎಲ್ಲಿ ನೋಡಿ ನೀರು ಇತ್ತು .
ವೂನೂರ ಆಶೀರ್ವಾದ ಮಾಂಗೋ .|ಅವರ ಆಶೀರ್ವಾದ ಕೋರಿದರು .|ಅವರು ತಮ್ಮ ಆಶೀರ್ವದವನ್ನು ಬಯಸಿದರು .
ವು ಬೇಟಿಬೆಟಾನುನ್ ದಿಟಿ .|ಅವಳು ಮಕ್ಕಳನ್ನು ನೋಡಿಕೊಂಡಳು .|ಅವಳು ಮಕ್ಕಳನ್ನು ನೋಡಿದಳು .
ಗೋಡಿನೂರ್ ಬಿ ಕಾನ್ ರಚ್ .|ಗೋಡೆಗಳಿಗೆ ಕಿವಿಗಳಿವೆ .|ಗೋಡಿಗಳೂ ಕಿವಿ .
ವು ವೊರ್ ನೊಕರಿ ಗಮಾಸಕಚ .|ಅವನು ತನ್ನ ಕೆಲಸವನ್ನು ಕಳೆದುಕೊಳ್ಳಬಹುದು .|ಅವಳು ತನ್ನ ಉದ್ಯೋಗಗಳನ್ನು ಕಳೆದುಕೊಳ್ಳಬಹುದು .
ಮನ್ ತಾರ್ ಬಗೀಚಾ ದಕಾಳ್ .|ನಿಮ್ಮ ತೋಟವನ್ನು ನಾನು ನೋಡುತ್ತೇನೆ .|ನಿಮ್ಮ ತೋಟವನ್ನು ನನಗೆ ತೋರಿಸಿ .
ಪಣ ರಮ್ಮೆರ್ ಮಾಯಿ ದಸೆಕ್ ಅಂಶ ಛ .|ಆದರೆ ಆಟದಲ್ಲಿ ಇತರ ಅಂಶಗಳಿವೆ .|ಆದರೆ ಆಟದ ಕೆಲವು ಅಂಶಗಳಿವೆ .
ರಾಮ್ ಆಜ್ ಏತಜ್ ರೆದ್ .|ರಾಮ್ ಇವತ್ತು ಉಳಿಯಲಿ .|ರಾಮ್ ಇಂದು ಇಲ್ಲಿಯೇ ಇರಲಿ .
ಆಟಾ ಮೈ ಕುಣ ಗೆದ್ದ ಛ ?|ಪಂದ್ಯವನ್ನು ಯಾರು ಗೆಲ್ಲುತ್ತಾರೆ ?|ಆಟೈ ಗೆದ್ದವರು ಯಾರು ?
ವೊ ಹೈರಾಣ ವೇಕೊಂತಿ ಕ ?|ಅವರು ದಣಿದಿಲ್ಲವೇ ?|ಅವರು ದಣಿದಿದ್ದಾರೆಯೇ ?
ಮ ಪುಸ್ತಕೇರ್ ಜಾಂಚ್ ಕರುಚು .|ನಾನು ಪುಸ್ತಕವನ್ನು ಪರಿಶೀಲಿಸುತ್ತೇನೆ .|ನಾನು ಪುಸ್ತಕದ ಜಾಂಚ್ ಮಾಡುತ್ತೇನೆ .
ಮಾರ ಜೀವನಾಮ ಸಂತೋಷ ಛೆನಿ .|ನನ್ನ ಜೀವನದಲ್ಲಿ ಸಂತೋಷವಿಲ್ಲ .|ನನ್ನ ಜೀವನದಲ್ಲಿ ಸಂತೋಷವಿಲ್ಲ .
ವು ಜಡ್ದೇತಿ ಪಾರ್ ವೇಗೋ .|ಅವರು ಅನಾರೋಗ್ಯದಿಂದ ಪಾರಾಗಿದ್ದಾರೆ .|ಅವರು ಕಾಯಿಲೆಯಿಂದ ಪಾರಾಗಿದ್ದಾರೆ .
ಓ ಓರ್ಮಾಯಿ ಘಣ ಆಚೆ ಛ .|ಅವರು ಅದರಲ್ಲಿ ಒಳ್ಳೆಯವರು .|ಅವರು ಅದರಲ್ಲಿ ಸಾಕಷ್ಟು ಒಳ್ಳೆಯವರು .
ತು ಘನ್ ಸಾವ್ಕಾರ್ ಛಿ .|ನೀನು ಬಹಳ ಶ್ರೀಮಂತ .|ನೀನು ತುಂಬಾ ಶ್ರೀಮಂತ .
ಫಳ ಜೀವೆನ್ ಘಣೋ ಆಚೋಚ .|ಹಣ್ಣುಗಳು ಆರೋಗ್ಯಕ್ಕೆ ಒಳ್ಳೆಯದು .|ಹಣ್ಣಿಗೆ ತುಂಬಾ ಒಳ್ಳೆಯದು .
ವು ಲೋಗುನ ಮನೋರಂಜನ ದಿನೋ .|ಜನರನ್ನು ರಂಜಿಸಿದರು .|ಜನರಿಗೆ ಮನರಂಜನೆ ನೀಡಿದರು .
ಮನ್ ಕಷ್ಟ ವೇಂಲಿಚ್ .|ನನಗೆ ಕಷ್ಟವಾಗಿದೆ .|ನನಗೆ ಕಷ್ಟವಾಯಿತು .
ಸಿಬ್ಬಿನುನ ಕುಣ ದೇಕಚ ?|ಬೆಕ್ಕುಗಳನ್ನು ಯಾರು ನೋಡಿಕೊಳ್ಳುತ್ತಾರೆ ?|ಬೆಕ್ಕುಗಳನ್ನು ಯಾರು ನೋಡುತ್ತಾರೆ ?
ಮ ಅತ್ತೆರ್ ಭಾಷೆನ್ ಬೆಂಬಲ ದೂಚು .|ನಾನು ಸ್ಥಳೀಯ ಭಾಷೆಯನ್ನು ಬೆಂಬಲಿಸುತ್ತೇನೆ .|ನಾನು ಇಲ್ಲಿನ ಭಾಷೆಯನ್ನು ಬೆಂಬಲಿಸುತ್ತೇನೆ .
ಮ ಬ್ರೆಡ್ ಖಾಯೆನ್ ಇಷ್ಟ ಕರುಚು .|ನಾನು ಬ್ರೆಡ್ ತಿನ್ನಲು ಇಷ್ಟಪಡುತ್ತೇನೆ .|ನಾನು ಬ್ರೆಡ್ ತಿನ್ನಲು ಇಷ್ಟಪಡುತ್ತೇನೆ .
ಭಾರತೇರ್ ನೇತಾನೋ ಬಿ ಭಳಮಲೆತೆ .|ಭಾರತದ ನಾಯಕರೂ ಭಾಗವಹಿಸಿದ್ದರು .|ಭಾರತೀಯ ಮುಖಂಡರು ಭಾಗವಹಿಸಿದ್ದರು .
ವಿದ್ಯಾರ್ಥಿನುನ ಮಿಠಾಯಿ ವೇಟೆ .|ವಿದ್ಯಾರ್ಥಿಗಳಿಗೆ ಸಿಹಿ ವಿತರಿಸಲಾಯಿತು .|ವಿದ್ಯಾರ್ಥಿಗಳಿಗೆ ಸಿಹಿತಿಂಡಿಗಳನ್ನು ನೀಡಲಾಯಿತು .
ಏನ್ ಠೀಕ್ ಕರೆರ್ ಮದಲ್ ಹಂತ ಛ .|ಇದನ್ನು ಸರಿಪಡಿಸುವುದು ಮೊದಲ ಹಂತವಾಗಿದೆ .|ಇದು ಸರಿಪಡಿಸುವ ಮೊದಲು ಹಂತ .
ಅತ್ ಕನ್ ಏಕಾದ್ ಬ್ಯಾಂಕ್ ಛ ಕ ?|ಇಲ್ಲಿ ಹತ್ತಿರ ಬ್ಯಾಂಕ್ ಇದೆಯೇ ?|ಹತ್ತಿರದಲ್ಲಿ ಬ್ಯಾಂಕ್ ಇದೆಯೇ ?
ಮ ಸೆ ವಿಷಯ ಅರ್ಥಾ ಕರ್ಲಿದಿಚು .|ನಾನು ಎಲ್ಲಾ ವಿಷಯವನ್ನು ಅರ್ಥಮಾಡಿಕೊಂಡಿದ್ದೇನೆ .|ನಾನು ಎಲ್ಲಾ ವಿಷಯಗಳನ್ನು ಅರ್ಥಮಾಡಿದ್ದೇನೆ .
ತೋನ್ ಸೇಜ ಜಾಗಾನೊ ಮಾಲಮ್ ಛ ಕ ?|ನಿಮಗೆ ಎಲ್ಲಾ ಸ್ಥಳಗಳು ತಿಳಿದಿದೆಯೇ ?|ನಿಮಗೆ ಎಲ್ಲಾ ಸ್ಥಳಗಳು ತಿಳಿದಿದೆಯೇ ?
ವು ದಾಡ್ಡಿ ಪರ್ಬಾತಿ ಟೀ ಪಿವಚ .|ಅವನು ಪ್ರತಿದಿನ ಬೆಳಿಗ್ಗೆ ಚಹಾ ಕುಡಿಯುತ್ತಾನೆ .|ಅವನು ಪ್ರತಿದಿನ ಬೆಳಿಗ್ಗೆ ಚಹಾ ಕುಡಿಯುತ್ತಾನೆ .
ಪಣ ಈ ಏಕ್ ಆಚ್ ಸವಾರಿ ವೇತ್ತಿ .|ಆದರೆ ಇದು ಉತ್ತಮ ಸವಾರಿಯಾಗಿದೆ .|ಆದರೆ ಇದು ಉತ್ತಮ ಸವಾರಿ ಇತ್ತು .
