kannada_source|lambani_target|lambani_predicted
ಅವನು ತನ್ನನ್ನು ಏಕೆ ತ್ಯಾಗ ಮಾಡಬೇಕು ?|ಉ ಓರ್ ವೊನ್ ಕಸೆನ್ ತ್ಯಾಗಾ ಕರಣು .|ಉ ಓರ್ ಬಗ್ಗೆ ಕಶೆನ್ ತ್ಯಾಗ ಕರಣು .
ಕೈ ತೊಳೆಯುವುದು ಅತ್ಯಗತ್ಯ .|ಹಾತ್ ಧೊಯೆರ್ ಜರೂರಿ ಚ .|ಕೈ ಧೊಯೆರ್ ಅಗತ್ಯ ಛ .
ಕಾರಿನಲ್ಲಿ ಎರಡು ಗಂಟೆ ತೆಗೆದುಕೊಳ್ಳುತ್ತದೆ .|ಕಾರೆಮ್ ದಿ ತಾಸ್ ಲಚ .|ಕಾರ್ ಮಾಯಿ ದಿ ತಾಸ್ ಲಚ .
ಪ್ರಧಾನಿಯವರನ್ನೇ ನೋಡಿದ್ದೇವೆ .|ಪ್ರಧಾನಿನ್ ದಿಟೆಚಾ .|ಹಮ್ ಪ್ರಧಾನಮಂತ್ರಿ ದಿಟೆ .
ಅದು ರಸ್ತೆ ದಾಟಲು ಪ್ರಾರಂಭಿಸಿತು .|ವು ರಸ್ತಾ ಲಂಗೆಲಗೊ .|ವು ರಸ್ತಾ ಲಂಗೆರ್ ಚಾಲು ವೇಗೋ .
ನಾನು ಸದ್ಯ ಒಂಟಿಯಾಗಿದ್ದೇನೆ .|ಅಬ್ ಮ ಸಿಂಗಲ್ ಚು .|ಮ ಅಬ್ ಎಕ್ಲೊ ಚು .
ಯಂತ್ರವನ್ನು ಆನ್ ಮಾಡಿ .|ಮಷೀನ್ ಚಾಲು ಕರೋ .|ಯಂತ್ರ ಆಯ್ಕೆ ಕರೋ .
ಗದ್ದೆಯಲ್ಲಿ ಗೂಳಿಗಳಿವೆ .|ಖೇತೆಮ ಬಳದನೋಚ .|ಗದ್ದದ್ದಡೆಮಾಯಿ ಶಾಳಿಓ ಛ .
ಅವರಿಗೆ ಏನು ಬೇಕೋ ಅದನ್ನು ಕೊಡುತ್ತೇನೆ .|ವನುನ್ ಕಾ೦ಯೀ ಚಾವ ಜಕೋಣಿ ದೂಚು .|ವನುನ್ ಕಾ೦ಯೀ ಚಾಯೆ ಓನ್ ದೂಚು .
ನನ್ನ ತೊಂದರೆಯೂ ನಿನ್ನದೇ .|ಮಾರ್ ಸಮಸ್ಯೆ ತಾರ್ ಸರಿಕ್ ಚ .|ಮಾರ್ ಸಮಸ್ಯೆನ ತಾರ್ ನಾಯಿ ಚ .
ಏಕೆ ಎಂದು ನಾವು ಆಶ್ಚರ್ಯ ಪಡುತ್ತೇವೆ .|ಕಾ ಕೆನ್ ಹಮೇನ್ ಆಶ್ಚರ್ಯ ಚ .|ಕಶೆನ್ ಕರನ್ ಹಮ್ ಆಶ್ಚರ್ಯ ಪಡಾಚಾ .
ಅವರ ಸಂಗೀತ ಗಮನಾರ್ಹವಾಗಿದೆ .|ವನೂರ್ ಸಂಗೀತ್ ಘಣ ಠೀಕ್ ಛ .|ವನೂರ್ ಸಂಗೀತ್ ಘಣ ನಾರ್ಹ ಛ .
ತಕ್ಷಣ ಕಚೇರಿಗೆ ವರದಿ ಮಾಡಿ .|ಝಲ್ದಿ ಆಫೀಸ್ ಮಾಯಿ ಕರೋ .|ಝಲ್ದಿ ಆಫೀಸ್ ಕರೋ .
ನಾನು ಈ ಹವಾಮಾನವನ್ನು ಪ್ರೀತಿಸುತ್ತೇನೆ .|ಮನ್ ಈ ಹವಾಮಾನ ಪಸಂದ್ ಚ .|ಮನ್ ಈ ಹವಾಮಾನ ಪಸಂದ್ ಚ .
ಮಮತಾ ಒಳ್ಳೆಯ ಹುಡುಗಿಯಾಗಿದ್ದಳು .|ಮಮತಾ ಏಕ್ ಆಚ್ ಛೋರಿ ಛ .|ವೋಟ್ ಆಚೊ ಛೋರಿ ವೇತ್ತಿ .
ನಾನು ನಿನ್ನಿಂದ ಬೇಸತ್ತಿದ್ದೇನೆ .|ಮನ್ ತಾತಿ ಧೇರ್ ವೇಗಿಚ .|ಮನ್ ತಾತಿ ಬ್ಯಾಸರ ವೇಗಿಚ .
ಇದು ಹೊರಗಿನಿಂದ ಹೇಗೆ ಕಾಣುತ್ತದೆ .|ಈ ಭಾರೇತಿ ಹಯಿ ದಿಕಾವಚ .|ಈ ಭಾರ್ ಕು ದಿಕಾವಚ .
ಅದೊಂದು ಭಯಾನಕ ಸ್ಥಳ .|ವು ಖತರ್ನಾಕ್ ಜಾಗಾ ಚ .|ಉ ಏಕ್ ಭಯಾನಕ್ ಜಾಗಾ ಛ .
ಅವಳು ತನ್ನ ಕಾರನ್ನು ತೆಗೆದುಕೊಳ್ಳುತ್ತಾಳೇ ?|ವು ವೊರ್ ಕಾರ್ ಲೇರಿಚ ?|ವು ವೊರ್ ಕಾರ್ ಲೇರಿಚ ಕ ?
ನನ್ನ ಸಹೋದರಿ ಭೇಟಿಯಾಗಲು ಬರುತ್ತಾಳೆ .|ಮಾರ ಭೇನ ಭಳೆನ ಆರಿಚ .|ಮಾರ ಭೇನ ಭಳೆನ ಆವಚ .
ಶೀನಾ ಅವಳಿಗಿಂತ ಚಿಕ್ಕವಳು .|ಶೀನಾ ವೊತಿ ನಾಣಕಿ ಚ .|ಶೀನಾ ವು ವೊತಿ ನಾಣಕ್ಯ ಚ .
ಅವನು ಎಲ್ಲದರಲ್ಲೂ ಒಳ್ಳೆಯವನು .|ವು ಸೆಮಾಯಿ ಠೀಕ ಚ .|ವು ಕತ್ ಬಿ ಠೀಕ್ ಚ .
ಪೋಲೀಸರನ್ನು ಕರೆ !|ಪೊಲೀಸೆನ ಬಲಾವೋ .|ಪೆನ್ ಕಾಂಯಿ ಫೋನ್ ಕರೋ .
ಧ್ವನಿ ಕರ್ಕಶವಾಗಿದೆ .|ಆವಾಜ ಸರಿ ಛೆನೀ .|ಅವಾಜ್ ಕರ್ನಾಟಕ ಚ .
ನನಗೊಂದು ಉಪಕಾರ ಬೇಕು .|ಮಾರ್ ಏಕ್ ಬೇಟಿ ಛ .|ಮಾರ್ ಏಕ್ ಉಪಕಾರ ಚಾವ .
ಅವರೆಲ್ಲಾ ಒಂದೇ .|ವೊ ಸೆ ಏಕಜ ಚ .|ವೊ ಸೆ ಎಕ್ಕಜ್ ಚ ಕ ?
ಅನುಮಾನಾಸ್ಪದವಿದ್ದರು .|ಸಂಶಾ ವೇತ್ತಿ .|ಸಂಶಾ ಅನುಮಾನೇಮ ವೆತ್ತೋ .
ನಾವು ನದಿಯನ್ನು ದಾಟಿದೆವು .|ಹಮ್ ನಂದಿ ಲಂಗನ್ ಗೆ .|ಹಮ್ ನಂದಿ ಲಂಗನ ಗೆಚಾ .
ಅವನು ಒಬ್ಬ ವ್ಯಕ್ತಿಯ ರತ್ನ .|ವು ಮಾಣಸ್ ಏಕ್ ರತ್ನ ಚ .|ವು ಏಕ್ ಮಾಣಸೇರ್ ರತ್ವ ಚ .
ಇದರಲ್ಲಿ ಧರ್ಮವನ್ನು ತರಬೇಡಿ .|ಏಮಾಯಿ ಧರ್ಮ ಲಾವೊಮತ್ .|ವೊಮ ಧರ್ಮ ಲಾವೊಮತ್ .
ನಿಮ್ಮ ಧೈರ್ಯವನ್ನು ಇಟ್ಟುಕೊಳ್ಳಿ .|ಧೈರ್ಯಾ ರಕಾಡ್ .|ತಮಾರ್ ಧೈರ್ಯಾ ನ ಮೇಲ .
ನಾವು ಹಿಂದೆಂದೂ ಹಾಡಿಲ್ಲ .|ಹಮ್ ಲಾರ್ ಕನ್ನಾಯಿಬಿ ಗಿದಗಾಯೆ ಕೊಂತಿ .|ಹಮ್ ಮೊದಲೇ ಕನ್ನಾಯಿ ಗಿದ್ಗಿಕೊಂತಿ .
ಕೆಲಸ ಸಿಗುವುದು ಅಷ್ಟು ಸುಲಭವಾಗಿರಲಿಲ್ಲ .|ಕಾಮ್ ಮಳೆರೋ ಅತ್ರಾ ಸರಳ್ ವೇತ್ತಿಕೋನಿ .|ಕಾಮ್ ಮಳೆರೋ ಅತ್ರಾ ಸರಳ್ ವೆತ್ತೊಕೋನಿ .
ಇಲ್ಲಿನ ಜೀವನ ಪರಿಸ್ಥಿತಿ ಕಠಿಣವಾಗಿದೆ .|ಯೆತ್ತೆರ್ ಜೀವನ ಪರಿಸ್ಥಿತಿ ಕಠಿಣ್ ಛ .|ಅತ್ತೆರ್ ಜೀವನಾ ಕಠಿಣ್ ಚ .
ತೂಕ ನಷ್ಟಕ್ಕೆ ಸಹಾಯ ಮಾಡುತ್ತದೆ .|ತುಕಾ ಕಡ್ಮಿ ಕರೆನ್ ಉಪಯೋಗ್ ವಚ .|ತುಕಾ ನೂಕ್ಸಾನ್ ಕರಚ .
ಅವರು ಹಲವಾರು ಪ್ರಶಸ್ತಿಗಳನ್ನು ಗೆದ್ದಿದ್ದಾರೆ .|ಓ ಘಣ ಪ್ರಶಸ್ತಿ ಗೆದ್ದ ಮಲೇಚ .|ವು ಘಣ್ ಪ್ರಶಸ್ತಿ ಜೀತೋಚ .
ನೀವು ನನಗೆ ಮೊದಲೇ ಏಕೆ ಹೇಳಲಿಲ್ಲ ?|ತಮ್ ಮನ್ ಮದಲ್ ಕಾ ಕೇಕೊಂತಿ .|ತು ಮನ್ ಮೊದಲೇ ಕಾ ಕೆ ಕೊಂತಿ ?
ಬರಹಗಾರರು ಬರೆಯಲು ಇಷ್ಟಪಡುತ್ತಾರೆ .|ಲೇಖಕರು ಲಕೆನ್ ಇಷ್ಟಾ ಕರಚ್ .|ಲೇಖನ ಲಕ್ಕೆವಾಳ್ ಲಕ್ಕೇರ ಪಸಂದ್ ಚ .
ಇದು ಬೇರೆಯವರ ವ್ಯವಹಾರವಲ್ಲ .|ಈ ದುಸರೇರ್ ವ್ಯವಹಾರ್ ಕಾವ .|ಈ ದುಸರೇರ್ ವ್ಯವಹಾರ್ ಕಾವ .
ದಯವಿಟ್ಟು ನೀವು ಅದನ್ನು ಪುನರಾವರ್ತಿಸಬಹುದೇ ?|ಕೃಪಯಾ ಅಜಿ ವಾಪಸ್ ಕೊಚೊ ಕ ?|ಕೃಪಯಾ ತಮ್ ವೊನ ಅಜಿ ಏಕ್ ಸಲಾ ಕೇಚಿ ಕ ?
ಅವಳು ತನ್ನ ತಾಯಿಯೊಂದಿಗೆ ವಾಸಿಸುತ್ತಾಳೆ .|ವು ವೊರ್ ಯಾಡಿರ್ ಜೋಡಿ ರಚ .|ವು ವೊರ್ ಯಾಡಿರ್ ಜೋಡಿ ರಚ .
ನೀನು ಯಾಕೆ ಇಲ್ಲಿಗೆ ಬರುತ್ತಿದ್ದೀಯಾ ?|ತಮ್ ಅತ ಕಾ ಆಮ್ಲೆಚೊ ?|ತು ಅತ್ ಕಾ ಆರೋಚಿ ?
ಅದಕ್ಕೆ ಮುಜುಗರಪಡಬೇಡಿ .|ಓನ್ ಮುಜುಗರ ಕರೋಮತ್ .|ಓನ್ ಡುಬವೊಮತ್ .
ಇಲ್ಲಿ ರೇಡಿಯೋ ಮಾರುತ್ತಾರೆ .|ಯೆತ್ ರೇಡಿಯೋ ವೆಚಚ್ .|ಅತ್ ರೇಡಿನೋ ಮಾರಚ .
ಅವಳು ಮೈದಾನದಲ್ಲಿ ಆಡುತ್ತಿದ್ದಾಳೆ .|ವು ಮೈದಾನೇಮ ರಮ್ಮರಿಚ .|ವು ಮೈದಾನೇಮ ರಮ್ಮರಿಚ .
ಅವರು ಮಧ್ಯಾಹ್ನ ಅಲ್ಲಿಗೆ ತಲುಪಿದರು .|ವೊ ವತ್ ದೊಪ್ಪೆರ್ ಗೆ .|ಓ ದೊಪ್ಪೆರ್ ವತ್ತ ಪೂಚೆಚ್ .
ನೋಡಲೇಬೇಕಾದ ಚಿತ್ರವಿದು .|ಇ ದೇಕಜಸ್ ಪಿಚ್ಚರ್ ಚ .|ಕಾಲೇಜು ಚಿತ್ರಾ ದೇಕೋ .
ಮಾರ್ಗವು ನದಿಯ ಉದ್ದಕ್ಕೂ ಹೋಗುತ್ತದೆ .|ವಾಟ್ ನಂದಿರ ದಂಡಿನ ಚ .|ಈ ವಾಟ್ ನಂದಿರ ಲಾಂಬೊ ಜಾವಚ .
ನಾನು ಈ ಅಂಗಡಿಯನ್ನು ದ್ವೇಷಿಸುತ್ತೇನೆ .|ಮನ ಈ ಅಂಗಡಿ ಪಸಂದ್ ಛೆನಿ .|ಮನ್ ಈ ಜಿಗಲಾ ಪಸಂದ್ ಛೆನಿ .
ಅವನು ಮತ್ತು ನಾನು ಉತ್ತಮ ಸ್ನೇಹಿತರಾಗಿದ್ದೇವೆ .|ಉ ಅನ್ ಮ ಆಚೆ ದೋಸ್ತ್ ಛಾ .|ವು ಅನ ಮ ಆಚ್ ದೋಸ್ತ ಚು .
ಭೂಮಿಯು ಚಂದ್ರನಿಗಿಂತ ದೊಡ್ಡದಾಗಿದೆ .|ಜಮಿ ಚಾಂದಾ ತಿಭಿ ಮೋಟೋ ಛ .|ಜಮಿ ಚಾಂದಾ ತಿ ಮೋಟ್ ಚ .
ನಾನು ನಿಮ್ಮ ಬಗ್ಗೆ ಆಗಾಗ್ಗೆ ಯೋಚಿಸುತ್ತೇನೆ .|ಮ ತಾರ್ ಬಗ್ಗೆ ಕನಾ ವನಾ ವಿಚಾರ್ ಕರುಚು .|ಮ ತಾರ್ ಬಗ್ಗೆ ಕನ್ನಾ ವನಾ ವಿಚಾರ್ ಕರುಚು .
ನಾನು ಈ ಹಣಕ್ಕೆ ಅರ್ಹ .|ಮ ಏ ಪೀಸರ್ ಹಾಕ್ದರ್ ಚು .|ಮ ಈ ಪಿಸಾರ ವಾಸ್ ಹಾಕ್ದರ್ ಚು .
ನಾನು ಬಡಗಿಗೆ ಮಾತನಾಡಲಿಲ್ಲ .|ಮ ಬಡಗ್ಯಾನ್ ವಾತೆ ಕರಾಯೆಕೋನಿ .|ಮ ಜಹಾಜೆನ್ ವಾತೆ ಕಿದೋ ಕೊಂತಿ .
ನೀನು ನನ್ನನ್ನು ಕೆಳಮಟ್ಟದಲ್ಲಿಲ್ಲ .|ತು ಮಾರ್ ಕೇಳ ಮಟ್ಟೆ ಮಾಯಿ ಛೆಯೀ .|ತು ಮನ್ ಕೇಳ ಮಟ್ಟೆ ಮಾಯಿ ಛೆಯೀ .
ನೀವು ಅವನಿಂದ ಏನು ತೆಗೆದುಕೊಂಡಿದ್ದೀರಿ ?|ತು ವೋರ ಕನ್ನೆತ್ತಿ ಕಾಂಯಿ ಲಿದೊಚಿ .|ತಮ್ ಓತಿ ಕಾ೦ಯೀ ಲಿದೆಚೊ .
ಕೆಲವೊಮ್ಮೆ ನಮಗೆ ಬೇಸರವಾಗುತ್ತಿತ್ತು .|ಏಕ್ ಏಕ್ ವಣಾ ಹಮ್ ಬೋರ್ ವೇಜಾತೇತೆ .|ಏಕ್ ಏಕ್ ವಣಾ ಹಮೆನ್ ಬ್ಯಾಸರ ವೆರಿತಿ .
ಅವಳು ಅವನಿಗೆ ಮೂರು ಮಕ್ಕಳನ್ನು ಹೆತ್ತಳು .|ಉ ಓನ್ ತೀನ್ ಛಿಜಿಯಾಪರ್ ಜಣನ ದಿನಿಚ .|ಉ ವೊನ್ ತೀನ್ ಛಿಜಿಯಾಪರ್ ಮಾ ಬಾಪ್ ಛ .
ನನ್ನ ಸಹೋದರ ಅಪಘಾತದಲ್ಲಿ ಸಾವನ್ನಪ್ಪಿದ್ದಾನೆ .|ಮಾರ್ ಭಾಯಿ ಆಕ್ಸಿಡೆಂಟ್ ಮಾಯಿ ಮರಗೋ .|ಮಾರ್ ಭಾಯಿ ಆಕ್ಸಿಡೆಮ್ ಮರ್ಗೋಚ .
ಅವರನ್ನು ಸರ್ಕಾರ ಪ್ರಾಮಾಣಿಕವಾಗಿ ಪರಿಗಣಿಸಿದೆ .|ವೂನುನ ಸರಕಾರ ಪ್ರಾಮಾಣಿಕ ಚ ಕೆನ್ ಸಮ್ಜಚ .|ಸರ್ಕಾರ್ ವನುನ್ ಪ್ರಾಮಾಣಿಕವಾಗಿ ಪರಿಗಣನೆ ಕಿದಿಚ್ .
ಕೃಷಿಗೆ ಹೆಚ್ಚಿನ ಶ್ರಮ ಬೇಕಾಗುತ್ತದೆ .|ಖೇತೇಮ್ ಕಾಮ್ ಕರೆನ್ ಘಣ್ ಮೆಂತ್ಯಾ ಲಾಗಚ .|ಕೃಷಿನ್ ಜಾಸ್ತಿ ಶ್ರಮ ಚಾಯೆ .
ಈ ಗ್ರಾಮದಲ್ಲಿ ಸಣ್ಣ ಕೊಳವಿದೆ .|ಏ ತಾಂಡೆಮ ಏಕ ನಾಣಕಿಸ ವಾವಡಿಚ .|ಎ ಹಳ್ಳಿಮ ನಾಣಕ್ಯ ಹೊಲಸ್ ರಚ .
ಅವರು ದೊಡ್ಡ ಜ್ಞಾನದ ಲೇಖಕರು .|ಉ ಅಪ್ರತಿಮ ಬುದ್ಧಿ ಛ ಜಕೋಣಿ ಲೇಖಕ ಛ .|ವು ಏಕ್ ಮೋಟ್ ಜ್ಞಾನ ಲೇಖಕ ಚ .
ನಾನು ಕಳೆದ ರಾತ್ರಿ ಚೆನ್ನಾಗಿ ಮಲಗಿದ್ದೆ .|ಮ ಕಾಲೇನ ರಾತೇನ್ ಘಣ ಮಸ್ತ್ ನಿಂದ ಕಿದೋ .|ಮ ಕಾಲೇನ ರಾತ್ ಠೀಕ್ ಸುತೋತೊ .
ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ನನಗೆ ಏನೂ ತಿಳಿದಿಲ್ಲ .|ಸಮಸ್ಯಾರ್ ಬಗ್ಗೆ ಮನ್ ಕಾ೦ಯೀ ಕಳಿಕೊಂತಿ .|ಮನ್ ಸಮಸ್ಯೆರ ಬಗ್ಗೆ ಕಾಂಯಿ ಮಾಲಮ್ ಛೆನಿ .
ನನಗೆ ಯಾರ ಮೇಲೂ ಪೂರ್ವಾಗ್ರಹವಿಲ್ಲ .|ಮನ್ ಕೆರೀಪರ್ ರಿಸ್ ಛೆನೀ .|ಮನ್ ಕೇಪರ್ ಬಿ ಪೂರ್ವಜ್ರಿ ಛೆನಿ .
ಅಪಘಾತದಲ್ಲಿ ಬೈಕ್ ಸವಾರ ಸಾವು .|ಅಪಘಾತೆಮ ಬೈಕ್ ಸವಾರ ಮರ್ಗೋ .|ಅಪಘಾತೇ ಮಾಯಿ ಬೈಕ್ ಚಲಾಯೇ ವಾಳೊ ಮರ್ಗೋಚ .
ನಾನು ಸರಿಯಲ್ಲಿದ್ದೇನೆ ಮತ್ತು ನೀವು ತಪ್ಪಾಗಿದ್ದೀರಿ .|ಮ ಸರಿ ಚು ತಮ್ ತಪ್ಪ್ ಛೋ .|ಮ ಠೀಕ್ ಕಾವ ಅನ್ ತಮ್ ತಪ್ಪ್ ಛೋ .
ಅವನ ಕನಸಿನಲ್ಲಿ ದೇವತೆ ಕಾಣಿಸಿಕೊಂಡಳು .|ವೋರ ಸಪನೆಮ ದೇವಿ ದಿಕಾಯಿ .|ಓರ್ ಸಪ್ನೋ ಮಾಯಿ ದೇವೀರ ದಕಾಯೀಚ .
ರಾಜಾ ಅವರು ತುಂಬಾ ಸಂತೋಷ ಪಟ್ಟರು .|ರಾಜಾ ಘಣ ಪ್ರಸನ್ನ ವೇ .|ರಾಜಾ ವು ಘಣ ಖುಷಿ ವೇಗೋ .
ಅವಳು ಇದ್ದಕ್ಕಿದ್ದಂತೆ ಕಿರುಚಿದಳು .|ವು ಅಚಾನಕ್ ಅಡ್ಡಾಯಿ .|ಉ ಅಚಾನಕ್ ಅಡ್ಡಾಯಿ .
ನಾನು ಕಿಟಕಿಯನ್ನ ತೆರೆಯಬಹುದೇ ?|ಮ ಕಿಡಕಿ ಕಾಡು ಕ ?|ಮ ಕಿಡಕಿ ಕಾಡ್ ಸಕುಚು ?
ಅವರ ಸಾಧನೆಯಿಂದ ವಿದ್ಯಾರ್ಥಿಗಳು ಸಂತಸಗೊಂಡಿದ್ದಾರೆ .|ವಿದ್ಯಾರ್ಥಿನೋ ವುನೇರ್ ಸಾಧನೇತಿ ಖುಷ್ ಚ .|ವನೂರ್ ಸಾಧನೆ ಮಾಯಿತಿ ವಿದ್ಯಾರ್ಥಿನೋ ಖುಷಿ ವೇಗೆಚ್ .
ವರನು ಪೂರ್ಣ ಮದುವೆಯ ಉಡುಪಿನಲ್ಲಿ ಧರಿಸಿದ್ದನು .|ಯೆತಡು ವಾಯಾರ ಸೆಮಾನ್ ಪೆರಮಲೊತೊ .|ಯೆತಡು ಪೂರಾ ವಾಯಾರ್ ಜಿಗಲಾ ಪೇರಚ .
ನಾನು ಇನ್ನೂ ಖರೀದಿಸಲು ಬಹಳಷ್ಟು ವಸ್ತುಗಳನ್ನು ಹೊಂದಿದ್ದೇನೆ .|ಮ ಅಜಿ ಘಣ್ ಸಾಮಾನ್ ಲೆರ್ ಚ .|ಮಾರ್ ಅಜಿ ಲೇನ್ ಘಣ್ ಸಾಮಾನ್ ಛ .
ಅವರ ಕುಟುಂಬಗಳು ಧ್ವಂಸಗೊಂಡಿವೆ .|ವುನೇರ್ ಪರಿವಾರ ಧ್ವಂಸ ವೇಗೆಚ .|ವನೂರ್ ಕುಟುಂಬ ಅವಾಜ್ ವೇಗೆಚ್ .
ಡಾಕ್ಯುಮೆಂಟ್ ಅನ್ನು ಸರಿಪಡಿಸಬೇಕಾಗಿದೆ .|ಡಾಕ್ಯುಮೆಂಟ್ ಠೀಕ್ ಕರಣು .|ಡಾಕ್ಯುಮೆಂಟೆನ ಠೀಕ್ ಕರನು .
ಸೂಕ್ತ ಹುಡುಗಿಯ ಹುಡುಕಾಟದಲ್ಲಿದ್ದಾರೆ .|ವೊ ಆಚ ಛೋರಿ ಧುನ್ದುಕರಚ .|ಸೂಕ್ತ ಛೋರೀರ ಧುನ್ಡ್ಡಿಮ ಚ .
ಆದಾಗ್ಯೂ, ಅವುಗಳ ನಡುವೆ ಇತರ ಪ್ರಮುಖ ವ್ಯತ್ಯಾಸಗಳಿವೆ .|ವನೂರ್ ನಡು ಘಣ ಅಂತರ ಛ .|ಕಾಕೋ ವನೂರ್ ನಡು ದುಸರ್ ಮುಖ್ಯ ವ್ಯತ್ಯಾಸ ಛ .
ನೀವು ಬಕ್ಷೀಶನ್ನು ಕೊಟ್ಟಿರಾ ?|ತಮ್ ಟಿಪ್ ದಿನೇಚೊ ಕ ?|ತು ಬಸ್ಶ್ ದಿನೋ ಕ ?
ನಾನು ಬಾಣವನ್ನು ಗಾಳಿಯಲ್ಲಿ ಹೊಡೆದೆ .|ಮ ವಾಳೆಮ ಬಾಣ ಮಾರೋ .|ಮ ಬಾಣ ವಾಳೆಮಾಯಿ ಮಾರಿಚು .
ಅವರು ಏನು ಮಾಡಿದ್ದಾರೆಂದು ಊಹಿಸಿ ?|ವೊ ಕಾಂಯಿ ಕಿದೆ ವಿಚಾರ್ ಕರ್ .|ವೊ ಕಾಂಯಿ ಕಿದೇಚ ಕೇನ ಅಂದಾಜಾ ?
ನ್ಯಾಯಾಲಯ ತನ್ನ ತೀರ್ಪು ನೀಡಿದೆ .|ಕೋರ್ಟ್ ತೀರ್ಪು ದಿನಿ .|ನ್ಯಾಯಾಲಯ ಓರ್ ತೀರ್ಪು ದಿನಿಚ .
ಅವರು ತುಂಬಾ ಒಳ್ಳೆಯ ಮತ್ತು ಭಾವನಾತ್ಮಕ ಜನರು .|ಓ ಘಣ ಆಚೆ ಮಾಣಸ ಛ .|ವೊ ಘಣ ಆಚೊ ಅನ ಭಾವನಾತ್ಮಕ ಮಾಣಸ್ ಚ .
ಹಾಲಿನಲ್ಲಿ ಸಕ್ಕರೆಯನ್ನು ಸರಿಯಾಗಿ ಮಿಶ್ರಣ ಮಾಡಿ .|ದೂದೆಮಾಯಿ ಸಕ್ಕರ್ ಠೀಕ್ ಭೇಳೋ .|ಹಾಸ್ಗಿರ ಸಕ್ಕರ್ ಠೀಕ್ ಭೇಳೋ .
ರಾಮ ನನಗೆ ಪೆನ್ ನೈಫ್ ಕೊಟ್ಟ .|ರಾಮ್ ಮನ್ ಪೆನ್ ನೈಫ್ ದಿನೋಚ .|ರಾಮ್ ಮನ್ ಪೆನ್ ನೈಫ್ ದಿನೋಚ .
ನನ್ನ ಕಿವಿಗಳು ಕೆಂಪಾಗಿವೆಯೇ ?|ಮಾರ್ ಕಾನ್ ರಾತಡ್ ವೆರೆಚ್ ಕ ?|ಮಾರ್ ಕಾನ್ ರಾತಡೋಚ ಕಾಯಿ ?
ಅಭ್ಯರ್ಥಿಗಳು ದಾಖಲೆಗಳನ್ನು ಕೊಂಡೊಯ್ಯಬೇಕು .|ಅಭ್ಯರ್ಥಿನೋ ದಾಖಲೆ ಲೇಜಾಣು .|ಅಭ್ಯರ್ಥಿ ದರ್ಜ್ ಲೇಜಾಣು .
ನೀವು ಬಿಡುವಿರುವಾಗ ದಯವಿಟ್ಟು ನನಗೆ ಕರೆ ಮಾಡಿ .|ತಮ್ ಠಾಲ ರೋ ಜನಾ ಮನ ಬಲಾವೋ .|ಕೃಪಯಾ ತಮ್ ಛೋಡು ಜನಾ ಮನ್ ಫೋನ್ ಕರೋ .
ಇದು ಗೋವಾಕ್ಕೆ ದೀರ್ಘ ಪ್ರವಾಸವಾಗಿದೆ .|ಈ ಗೋವಾನ ಮೋಟೋ ಪ್ರವಾಸ ಛ .|ಇ ಗೋವಾನ ಘಣ್ ಪ್ರವಾಸಿ ಚ .
ಅವನು ಕಡಿಮೆಯಿಂದ ತೃಪ್ತನಾಗುವುದಿಲ್ಲ .|ಉ ಕಡಮಿತಿ ತೃಪ್ತಿ ವೆನಿ .|ಉ ಕಮ್ ಯೇತಿ ತೃಪ್ತಿ ವೆನಿ .
ಎಲೆಯ ಗುಂಚ ತುಂಬಾ ದಪ್ಪವಾಗಿರುತ್ತದೆ .|ಪಾನೇರ ಪುಳಿ ಘಣ ಜಾಡ ಚ .|ಪಾಲೇನ ಗುಂಚಾ ಘಣ ಜಾಡ್ ರಚ .
ನಾನು ನನ್ನ ಬೂಟುಗಳನ್ನು ಎಸೆದೆ .|ಮ ಮಾರ್ ಬುಟೇನ ಫೆಕಾಯೋ .|ಮ ಮಾರ ಬೂಟ್ ಕಾಡೋ .
ಸುಮ್ಮನೆ ಕುಳಿತು ವಿಶ್ರಾಂತಿ ತಗೋ .|ಗಪ್ಪ ಬೇಸನ ಆರಾಮ್ ಲ .|ಗಪ್ಪ ಭೇಸೊ ಅನ ಅರಾಮ್ ವೇತ್ತಿ .
ನೀವು ಕೆಲಸ ಮಾಡಬೇಕು ಅಥವಾ ಹಸಿವಿನಿಂದ ಇರಬೇಕು .|ತಮ್ ಕಾಮ್ ಕರಣು ನಿಕಾಣಿ ಭುಕೆ ರೇಣು .|ತಮ್ ಕಾಮ್ ಕರಣು ನಿಕಾಣಿ ಭೂಕಣು .
ನಾನು ದೀರ್ಘ ನಡಿಗೆಗಳನ್ನು ಮಾಡಲು ನಿಜವಾಗಿಯೂ ಇಷ್ಟಪಡುತ್ತೇನೆ .|ಮನ್ ದೂರ್ ಚಾಲನ್ ಜಾಯೇನ್ ಪಸಂದ್ ಚ .|ಮನ್ ಘಣ್ ಮೋಟೋ ನಡುನೋ ಕರೆರ್ ಪಸಂದ್ ಚ .
ಅವರು ಇದುವರೆಗೆ ಸಾಕಷ್ಟು ಸಾಧನೆ ಮಾಡಿದ್ದಾರೆ .|ವು ಅಬ್ಬೆಲಗಾ ಘಣ್ ಸಾಧನೆ ಕರಮಲೋಚ .|ಓ ಅಬ್ಬೆಲಗಾ ಘಣ ಸಾಧನೆ ಕಿದೆಚ .
